PMID,PMCID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,NIHMS ID,Open Source?,DOI,Is this DTI?,"Which imaging modality was used? e.g electroencephalogram (EEG), Positron emission tomography (PET), Anatomical MRI, fMRI, diffusion MRI (dMRI) etc",Is this a single study or a review?,Human study or not?,"Does this study dementia, alzheimers, or related disease? 
",Which one?,What tracts were studied?,"How are results presented? T-tests, beta effect sizes, ANOVA, Chi test, regression etc","What analysis software libraries are being used e.g dipy.org, fsl, freesurfer, PRIDE ..?","What was the diffusion measure e.g Fractional Anisotropy (FA), Mean Diffusivity (MD), Axial diffusivity (AD), Radial diffusivity (RD)?","Were increases or decreases in WM integrity reported relative to the disease population? Eg: AD> HC= RD increase (Corpus Callosum, Cingulum) , AD<HC = FA decreases (cingulum). If Column T is NA enter NA here. (What it means, comparing Alzheimer's disease with Health Control, there was increase in Radial diffusivity in the Corpus Callosum and Cingulum white matter tracts, etc).",Group Difference Explored e.g AD (Alzheimer) vs HC (Health Control)?,"Brain Template/ Space e.g MNI, JHU","Do they present results using x,y,z coordinates?",Other notes
30507747,,Classification of amyloid PET images using novel features for early diagnosis of Alzheimer's disease and mild cognitive impairment conversion,"Yan Y, Somer E, Grau V.",Nucl Med Commun. 2019 Mar;40(3):242-248. doi: 10.1097/MNM.0000000000000953.,Yan Y,Nucl Med Commun,2019,12/4/18,,,10.1097/MNM.0000000000000953,no,"PET, MRI",Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment",Global,"Box plots,","FSL, MATLAB, Freesurfer","Fractal dimension (FD), Shannon entropy (SE)",average FD of white matter surface and SE of white matter volume for healthy volunteers were higher than forAD patients.,yes - AD vs MCI vs HC,MNI,no,
20881397,,Diffusion tensor imaging changes correlate with cognition better than conventional MRI findings in patients with subcortical ischemic vascular disease,"Xu Q, Zhou Y, Li YS, Cao WW, Lin Y, Pan YM, Chen SD.",Dement Geriatr Cogn Disord. 2010;30(4):317-26. doi: 10.1159/000320491. Epub 2010 Sep 30.,Xu Q,Dement Geriatr Cogn Disord,2010,10/1/10,,,10.1159/000320491,yes,"dMRI, MRI",Single study,yes,yes,"subcortical ischemic vascular disease (SIVD), Vascular Dementia",Global,N/A,N/A,"FA, MD",differences between SIVD/VD patients and HC in mean diffusivity and fractional anisotropy in either whole-brain white matter or in normal-appearing white matter. All DTI indices within either WBWM or NAWM were found to be significantly correlated with both the attention-executive and memory measures in SIVD subjects.,yes - SIVD vs VD vs HC,N/A,no,can't access - based on abstract
16754694,PMC2077533,Diffusion indices on magnetic resonance imaging and neuropsychological performance in amnestic mild cognitive impairment,"Rose SE, McMahon KL, Janke AL, O'Dowd B, de Zubicaray G, Strudwick MW, Chalk JB.",J Neurol Neurosurg Psychiatry. 2006 Oct;77(10):1122-8. doi: 10.1136/jnnp.2005.074336. Epub 2006 Jun 5.,Rose SE,J Neurol Neurosurg Psychiatry,2006,6/7/06,,no,10.1136/jnnp.2005.074336,yes,dMRI,Single study,yes,yes,Mild Cognitive Impairment,"Parahippocampal Cingulum, Posterior Cingulate","two sample t test, voxel-by-voxel statistical analysis",N/A,"FA, MD","Increased MD in left and right entorhinal cortices, posterior occipital–parietal cortex, right parietal supramarginal gyrus, and right frontal precentral gyri in participants with MCI. Reduced FA in the limbic parahippocampal subgyral white matter, right thalamus and left posterior cingulate in MCI vs HC.",yes - MCI vs HC,MNI,yes,
23245561,PMC3639296,"Longitudinal, region-specific course of diffusion tensor imaging measures in mild cognitive impairment and Alzheimer's disease","nowrangi MA, Lyketsos CG, Leoutsakos JM, Oishi K, Albert M, Mori S, Mielke MM.",Alzheimers Dement. 2013 Sep;9(5):519-28. doi: 10.1016/j.jalz.2012.05.2186. Epub 2012 Dec 12.,nowrangi MA,Alzheimers Dement,2013,12/19/12,NIHMS434639,no,10.1016/j.jalz.2012.05.2186,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Fornix, Cingulum Bundle, Corpus Callosum - Splenium, Cerebral Peduncle","ANOVA, t-tests","STATA, DTiStudio, MriStudio/RoiEditor","FA, MD","AD > MCI/NC = increased MD (fornix, splenium); AD < MCI/NC = decreased FA (fornix, splenium)",yes; NC (normal controls) vs MCI vs AD,unspecified,no,Posterior and anterior cingulum
24577476,,Fractional anisotropy changes in Alzheimer's disease depend on the underlying fiber tract architecture: a multiparametric DTI study using joint independent component analysis,"Teipel SJ, Grothe MJ, Filippi M, Fellgiebel A, Dyrba M, Frisoni GB, Meindl T, Bokde AL, Hampel H, Klöppel S, Hauenstein K; EDSD study group.",J Alzheimers Dis. 2014;41(1):69-83. doi: 10.3233/JAD-131829.,Teipel SJ,J Alzheimers Dis,2014,3/1/14,,,10.3233/JAD-131829,yes,"dMRI, anatomical MRI",Single study,yes,yes,"Alzheimers Disease, Dementia, Mild Cognitive Impairment","Corticospinal Tract, Anterior Corpus Callosum, Superior Longitudinal Fasciculus, Inferior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Forceps Minor, Forceps Major, Cingulum, Global","t-tests, chi tests, ANCOVA","FSL, SPM8, VBM8",FA,AD/MCI-AD > HC = increased FA (intracortically projecting fiber tracts); AD > HC = corticospinal tract,AD vs MCI-AD vs HC,MNI,no,
24445093,,Quantitative measurement to evaluate morphological changes of the corpus callosum in patients with subcortical ischemic vascular dementia,"Wu XP, Gao YJ, Yang JL, Xu M, Sun DH.",Acta Radiol. 2015 Feb;56(2):214-8. doi: 10.1177/0284185114520863. Epub 2014 Jan 20.,Wu XP,Acta Radiol,2015,1/22/14,,,10.1177/0284185114520863,yes,dMRI,Single study,yes,yes,SVID,"Anterior Corpus Callosum, Corpus Callosum - Genu, Corpus Callosum - Splenium, Body Of Corpus Callosum",N/A,N/A,FA,N/A,SVID vs HC,N/A,N/A,Only Abstract
38297073,PMC10830492,Joint diffusional kurtosis magnetic resonance imaging analysis of white matter and the thalamus to identify subcortical ischemic vascular disease,"Tu MC, Huang SM, Hsu YH, Yang JJ, Lin CY, Kuo LW.",Sci Rep. 2024 Jan 31;14(1):2570. doi: 10.1038/s41598-024-52910-x.,Tu MC,Sci Rep,2024,1/31/24,,yes,10.1038/s41598-024-52910-x,yes,dMRI,Single study,yes,no,NA,"Corpus Callosum, Corpus Callosum - Genu, Corona Radiata, External Capsule, Internal Capsule, Cingulate Cingulum, Superior Longitudinal Fasciculus","chi tests, Pearson correlation, linear regression, SPSS, ANOVA","AFNI software, MATLAB scripts, LST 3.0.0, FSL","FA, MD, RD, AD",SIVD < AD = decreased FA (thalamus); AD > HC = increased MD/RD/AD (global),SIVD vs AD vs HC,"MNI, JHU",no,
39107406,PMC11303796,Microstructural brain assessment in late-life depression and apathy using diffusion MRI multi-compartments models and tractometry,"Hédouin R, Roy JC, Desmidt T, Robert G, Coloigner J.",Sci Rep. 2024 Aug 6;14(1):18193. doi: 10.1038/s41598-024-67535-3.,Hédouin R,Sci Rep,2024,8/6/24,,yes,10.1038/s41598-024-67535-3,yes,dMRI,Single study,yes,No,NA,"Corpus Callosum, Corpus Callosum - Rostrum, Corpus Callosum - Genu, Corpus Callosum - Splenium, Cingulum, Superior Longitudinal Fascicle, Inferior Longitudinal Fasciculus, Corticospinal Tract, Uncinate Fasciculus, Fronto-Pontine Tract, Anterior Thalamic Radiation, Thalamic Radiation, Thalamo-Premotor, Striato-Premotor, Corpus Callosum - Isthmus","t-tests, cross-correlation analysis","Anima toolbox, TractSeg tool","FA, MD, RD, AD",N/A,Late Life Depression (LLD) vs HC,MNI,no,
12955221,,[Assessment of axonal degeneration on Alzheimer's disease with diffusion tensor MRI],"Stahl R, Dietrich O, Teipel S, Hampel H, Reiser MF, Schoenberg SO.",Radiologe. 2003 Jul;43(7):566-75. doi: 10.1007/s00117-003-0925-4.,Stahl R,Radiologe,2003,9/5/03,,,10.1007/s00117-003-0925-4,yes,N/A,Single study,yes,yes,Alzheimers Disease,"Internal Capsule, Corpus Callosum - Splenium, Corpus Callosum - Genu","Kolmogorov-Smirnov, unpaired t-test",SPSS,"FA, RA",N/A,yes,unspecifed,N/A,full article in German
26505297,PMC4692518,Application of neurite orientation dispersion and density imaging (noDDI) to a tau pathology model of Alzheimer's disease,"Colgan N, Siow B, O'Callaghan JM, Harrison IF, Wells JA, Holmes HE, Ismail O, Richardson S, Alexander DC, Collins EC, Fisher EM, Johnson R, Schwarz AJ, Ahmed Z, O'Neill MJ, Murray TK, Zhang H, Lythgoe MF.",Neuroimage. 2016 Jan 15;125:739-744. doi: 10.1016/j.neuroimage.2015.10.043. Epub 2015 Oct 23.,Colgan N,Neuroimage,2016,10/28/15,,yes,10.1016/j.neuroimage.2015.10.043,yes,"dMRI, NODDI",Single study,no,yes,Alzheimers Disease,Na,"t-tests, Pearsons correlation, Graphpad Prism",Aperio ImageScope software,"FA, MD","TG > WT = increased FA/MD (hippocampus, corpus callosum); TG < WT = decreased FA (corpus callosum)",transgenic (TG) vs wild type (WT),N/A,no,
23224456,PMC3533244,Diffusion tensor imaging of neuropsychiatric symptoms in mild cognitive impairment and Alzheimer's dementia,"Tighe SK, Oishi K, Mori S, Smith GS, Albert M, Lyketsos CG, Mielke MM.",J Neuropsychiatry Clin Neurosci. 2012 Fall;24(4):484-8. doi: 10.1176/appi.neuropsych.11120375.,Tighe SK,J Neuropsychiatry Clin Neurosci,2012,12/11/12,NIHMS376623,no,10.1176/appi.neuropsych.11120375,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Fornix, Cingulum Bundle, Corpus Callosum - Splenium, Cerebral Peduncle, (Anterior) Cingulum Bundle",two - tailed t-tests,"STATA, DtiStudio",FA,N/A,yes; MCI vs AD,unspecifed,no,cerebral peduncle (not specifically middle)
24237038,,The association between biomarkers in cerebrospinal fluid and structural changes in the brain in patients with Alzheimer's disease,"Li X, Li TQ, Andreasen N, Wiberg MK, Westman E, Wahlund LO.",J Intern Med. 2014 Apr;275(4):418-27. doi: 10.1111/joim.12164. Epub 2013 Dec 11.,Li X,J Intern Med,2014,11/19/13,,,10.1111/joim.12164,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment",Global,"voxel-wise statistical analysis, GIFT Toolbox","FSL, DTIFIT","FA, MD",N/A,yes; SCI (subjective cognitive impairment) vs MCI vs AD,MNI,no,studied correlations between DTI measurements and biomarkers
36087430,,Why can spontaneous intracranial hypotension cause behavioral changes? A case report and multimodality neuroimaging comparison with frontotemporal dementia,"Carbone C, Bardi E, Corni MG, Balboni E, Filippini N, Fiondella L, Salemme S, Vinceti G, Molinari MA, Tondelli M, Chiari A, Zamboni G.",Cortex. 2022 Oct;155:322-332. doi: 10.1016/j.cortex.2022.07.013. Epub 2022 Aug 14.,Carbone C,Cortex,2022,9/10/22,,,10.1016/j.cortex.2022.07.013,yes,dMRI,Single study,yes,yes,bvFTD,"Uncinate Fasciculus, Global, Superior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Body Of Corpus Callosum","Threshold-Free Cluster Enhancement (TFCE) method, TBSS, t-tests","FSL, STATA",FA,"bvFTD < HC = decreased FA (corpus callosum, uncinate, IFOF)",yes; FBSS (Frontotemporal Brain Sagging Syndrome) vs bvFTD vs HC,MNI,no,
21340578,PMC3184226,"DTI studies in patients with Alzheimer's disease, mild cognitive impairment, or normal cognition with evaluation of the intrinsic background gradients","Jahng GH, Xu S, Weiner MW, Meyerhoff DJ, Park S, Schuff N.",Neuroradiology. 2011 Oct;53(10):749-62. doi: 10.1007/s00234-011-0845-3. Epub 2011 Feb 22.,Jahng GH,Neuroradiology,2011,2/23/11,,yes,10.1007/s00234-011-0845-3,yes,"dMRI, DT-MRI",Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment",Global,ANOVA,Statistical Parameter Mapping software,"MD, FA, RD","AD > MCI/CN = increased MD (frontal, limbic, and temporal lobe regions, parahippocampal gyrus and right temporal gyrus)",yes; AD vs MCI vs Cognitively Normal (CN),"study-specific template using SPM2 website, MNI",yes,
25354135,,Structural Connectivity Changes Underlying Altered Working Memory Networks in Mild Cognitive Impairment: A Three-Way Image Fusion Analysis,"Teipel S, Ehlers I, Erbe A, Holzmann C, Lau E, Hauenstein K, Berger C.",J Neuroimaging. 2015 Jul-Aug;25(4):634-42. doi: 10.1111/jon.12178. Epub 2014 Oct 29.,Teipel S,J Neuroimaging,2015,10/30/14,,,10.1111/jon.12178,yes,dMRI,Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Corticospinal Tract, Forceps Major Of Corpus Callosum, Forceps Minor Of The Corpus Callosum, Superior Longitudinal Fasciculus, Inferior Longitudinal Fasciculus, Global, Inferior Fronto-Occipital Fasciculus, Anterior Thalamic Radiation, Cingulum, Uncinate Fasciculus, Internal Capsule","Joint Independent Component Analysis (ICA), SPSS","SPM8, MATLAB, FSL",FA,"HC > AD/MCI = increased FA (corpus callosum (forceps major and minor), the inferior and superior longitudinal fasciculus, the inferior fronto-occipital fasciculus, anterior thalamic radiation, cingulum, uncinate fasciculus); AD/MCI > HC = increased FA (corticospinal tract, internal capsule)",AD vs MCI vs HC,MNI,no,
15171548,,[Relationship between the data from MR-diffusion tensor imaging and the clinical cognitive evaluation in Alzheimer's disease],"Sun Y, Du XK, Zhang ZX, Chen X.",Zhongguo Yi Xue Ke Xue Yuan Xue Bao. 2004 Apr;26(2):134-8.,Sun Y,Zhongguo Yi Xue Ke Xue Yuan Xue Bao,2004,6/3/04,,,,yes,MR-DTI,Single study,yes,yes,Alzheimers Disease,Corpus Callosum - Genu,"Independent-samples t-test, Pearson's corelation analysis with MMSE, FOM, RVR, BD, DS",,FA,N/A,AD vs HC,N/A,no,article in Chinese
31352218,PMC6664227,Dopamine D2/D3 receptor abnormalities after traumatic brain injury and their relationship to post-traumatic depression,"Jolly AE, Raymont V, Cole JH, Whittington A, Scott G, De Simoni S, Searle G, Gunn RN, Sharp DJ.",Neuroimage Clin. 2019;24:101950. doi: 10.1016/j.nicl.2019.101950. Epub 2019 Jul 22.,Jolly AE,Neuroimage Clin,2019,7/29/19,,yes,10.1016/j.nicl.2019.101950,yes,"structural MRI, PET, dMRI",Single study,yes,no,NA,"Cingulum, Uncinate Fasciculus","t-tests, U-tests, ANOVA, Pearson's correlation","MIAKAT, SPM8, DTI-TK, TBSS",FA,"TBI-MDD < TBI-NON = decreased FA (uncinate fasciculus, cingulum)",TBI-MDD vs TBI-NON,"SRTM, MNI, JHU",no,TBI study
25076830,PMC4112767,Mapping of ApoE4 Related White Matter Damage using Diffusion MRI,"Tsao S, Gajawelli N, Hwang DH, Kriger S, Law M, Chui H, Weiner M, Lepore N.",Proc SPIE Int Soc Opt Eng. 2014 Apr 9;9039:90390H. doi: 10.1117/12.2043925.,Tsao S,Proc SPIE Int Soc Opt Eng,2014,8/1/14,NIHMS581401,no,10.1117/12.2043925,yes,dMRI,Single study,yes,yes,Alzheimers Disease,"Corpus Callosum, Fornix, Parahippocampal Cingulum",N/A,SPM8,FA,ε4 positive < ε4 negative = decreased FA (parahippocampus),ε4 postive vs  ε4 negative,N/A,no,oddly short paper
20404309,PMC2860485,Gray and white matter water diffusion in the syndromic variants of frontotemporal dementia,"Whitwell JL, Avula R, Senjem ML, Kantarci K, Weigand SD, Samikoglu A, Edmonson HA, Vemuri P, Knopman DS, Boeve BF, Petersen RC, Josephs KA, Jack CR Jr.",Neurology. 2010 Apr 20;74(16):1279-87. doi: 10.1212/WNL.0b013e3181d9edde.,Whitwell JL,Neurology,2010,4/21/10,,no,10.1212/WNL.0b013e3181d9edde,yes,dMRI,Single study,yes,yes,"Frontal Temporal Dementia, Semantic Variant of Primary Progressive Aphasia","Uncinate Fasciculus, Corpus Callosum - Splenium, Corpus Callosum - Genu, Inferior Longitudinal Fasciculus, (Anterior) Cingulum Bundle, Superior Longitudinal Fasciculus, Corticospinal Tract","ROI, voxel-based statistical comparisons, ANOVA, t-tests","SPM5, ANALYZE software","MD, FA, RD","bvFTD < SMD/PNFA = decreased FA (UNC, AC, anterior SLF, left posterior SLF, and anterior ILF); SMD < bvFTD/PNFA = decreased FA + increased RD (ILF, UNC, and PC)' PNFA < SMD/bvFTD = decreased FA + increased RD (SLF, UNC)",bvFTD vs SMD vs PNFA,"MNI, AAL atlas",no,
24636489,,Lack of association of the rs1344706 ZNF804A variant with cognitive functions and DTI indices of white matter microstructure in two independent healthy populations,"Fernandes CP, Westlye LT, Giddaluru S, Christoforou A, Kauppi K, Adolfsson R, Nilsson LG, Nyberg L, Lundervold AJ, Reinvang I, Steen VM, Le Hellard S, Espeseth T.",Psychiatry Res. 2014 Apr 30;222(1-2):60-6. doi: 10.1016/j.pscychresns.2014.02.009. Epub 2014 Feb 22.,Fernandes CP,Psychiatry Res,2014,3/19/14,,,10.1016/j.pscychresns.2014.02.009,yes,dMRI,Single study,yes,no,NA,"Cingulum, Corona Radiata, Corpus Callosum - Genu, Inferior Longitudinal Fasciculus, Posterior Thalamic Radiation, Corpus Callosum - Splenium, Superior Fronto-Occipital Fasciculus, Superior Longitudinal Fasciculus, Sagittal Stratum, Global","SPSS, general linear models","FSL, Threshold Free Cluster Enhancement (TFCE)","FA, RD",N/A,all HC that tested differently for cognitive abilities,N/A,no,
34636637,PMC9127824,Diffusion Tensor MRI Structural Connectivity and PET Amyloid Burden in Preclinical Autosomal Dominant Alzheimer Disease: The DIAN Cohort,"Prescott JW, Doraiswamy PM, Gamberger D, Benzinger T, Petrella JR; Dominantly Inherited Alzheimer Network.",Radiology. 2022 Jan;302(1):143-150. doi: 10.1148/radiol.2021210383. Epub 2021 Oct 12.,Prescott JW,Radiology,2022,10/12/21,NIHMS1802772,no,10.1148/radiol.2021210383,yes,"dMRI, PET",Single study,yes,yes,Autosomal Dominant Alzheimer’s Disease (ADAD),Na,"linear models, correlation analysis, network analysis","FreeSurfer, DSI Studio",FA,N/A,ADAD mutations vs HC,N/A,no,
33530016,PMC7851406,Comparison of regional brain deficit patterns in common psychiatric and neurological disorders as revealed by big data,"Kochunov P, Ryan MC, Yang Q, Hatch KS, Zhu A, Thomopoulos SI, Jahanshad N, Schmaal L, Thompson PM, Chen S, Du X, Adhikari BM, Bruce H, Hare S, Goldwaser EL, Kvarta MD, Nichols TE, Hong LE.",Neuroimage Clin. 2021;29:102574. doi: 10.1016/j.nicl.2021.102574. Epub 2021 Jan 26.,Kochunov P,Neuroimage Clin,2021,2/2/21,,yes,10.1016/j.nicl.2021.102574,yes,dMRI,Single study,yes,yes,"Parkinson Disease, Dementia",Global,"t-tests, RVI comparisons, ANOVA","UKBB workflow, ENIGMA pipeline","FA, MD",N/A,neuropsychiatric disorders vs HC,N/A,no,
33108404,PMC7591030,Plasma neurofilament light protein correlates with diffusion tensor imaging metrics in frontotemporal dementia,"Spotorno N, Lindberg O, Nilsson C, Landqvist Waldö M, van Westen D, Nilsson K, Vestberg S, Englund E, Zetterberg H, Blennow K, Lätt J, Markus N, Lars-Olof W, Alexander S.",PLoS One. 2020 Oct 27;15(10):e0236384. doi: 10.1371/journal.pone.0236384. eCollection 2020.,Spotorno N,PLoS One,2020,10/27/20,,yes,10.1371/journal.pone.0236384,yes,dMRI,Single study,yes,yes,Frontal Temporal Dementia,"Superior Longitudinal Fasciculus, Superior Fronto-Occipital Fasciculus, Inferior Fronto-Occipital Fasciculus, Anterior Thalamic Radiation, Cingulum Bundle, Uncinate Fasciculus, Corticospinal Fibers, Hippocampal Cingulum","voxel-wise and tract-specific analysis, TBSS","FSL, FreeSurfer","FA, MD, AD, RD","bvFTD < HC = decreased FA (uncinate fasciculus, anterior thalamic radiation, corpus callosum, IFOF",bvFTD vs HC,MNI,no,
22430530,,Multiple diffusivities define white matter degeneration in amnestic mild cognitive impairment and Alzheimer's disease,"Wang PN, Chou KH, Lirng JF, Lin KN, Chen WT, Lin CP.",J Alzheimers Dis. 2012;30(2):423-37. doi: 10.3233/JAD-2012-111304.,Wang PN,J Alzheimers Dis,2012,3/21/12,,,10.3233/JAD-2012-111304,yes,"structural MRI, dMRI",Single study,yes,yes,"Alzheimers Disease, Mild Cognitive Impairment","Global, Parahippocampal Cingulum, Forceps Minor, Superior Longitudinal Fasciculus, Inferior Longitudinal Fasciculus, Inferior Fronto-Occipital Fasciculus, Superior Fronto-Occipital Fasciculus, Uncinate Fasciculus, (Anterior) Cingulum Bundle, Anterior Thalamic Radiation, Corpus Callosum - Genu, Corpus Callosum - Anterior Midbody","VBM and TBSS, ANCOVA","FSL, TFCE, SPM5","FA, MD, AD, RD","AD < HC = decreased FA (parahippocampal WM,forceps minor, superior longitudinal fasciculus (SLF),inferior longitudinal fasciculus (ILF), inferior fronto-occipital fasciculus (IFO), superior fronto-occipitalfasciculus (SFO), uncinate fasciculus (UF), anterior cingulum, and right anterior thalamic radiation); AD < aMCI = decreased FA (global); AD > HC = increased MD/AD (parahippocampal WM, cingulum, entire CC, SLF, ILF,SFO, IFO, and UF);  AD > HC = increased RD(parahippocampal WM, cingulum, SLF, ILF,SFO, IFO, and UF);",HC vs mild AD vs aMCI (amnestic MCI),"Oxford's FMRIB58 FA standard template, MNI, JHU",no,
